codigo,titulo,endereco,bairro,modalidade,valor,area,quartos,tipo_imovel,numero_item
878771129556-9,SAO PAULO - TAMAREIRAS,"AVENIDA ADRIANO BERTOZZI,N. 700/752 Apto. 98 BL03, , VILA CARMOSINA",VILA CARMOSINA,Leilão,"R$ 245.000,00","82,82 m²",2 quartos,Apartamento,556
878771205859-5,SAO PAULO - TAMAREIRAS,"AVENIDA ADRIANO BERTOZZI,N. 700/752 Apto. 08 BL 5, , VILA CARMOSINA",VILA CARMOSINA,Leilão,"R$ 214.000,00","82,82 m²",2 quartos,Apartamento,576
802400084642-3,SAO PAULO - COND RES DIAMANTE,"AVENIDA ITAQUERA,N. 7291 Apto. 102 BL 01, , VILA CARMOSINA",VILA CARMOSINA,Leilão,"R$ 220.000,00","56,9 m²",2 quartos,Apartamento,556
878771252332-8,SAO PAULO - COND RES PLANO E VIDA CARMOSINA-VICTORIO SANTIM,"Número do item: 583R VICTORIO SANTIM,N. 2776 Apto. 1701 TORRE B, , VILA CARMOSINA",VILA CARMOSINA,Leilão,"R$ 195.319,76","47,48 m²",2 quartos,Apartamento,583
000001020811-7,SAO PAULO - VILA CARMOSINA,"RUA FREGUESIA DE POIARES,N. 280 Apto. 21 BL C1, CONJ RES SALVADOR ASTONE",,Venda Direta,,,2 quartos,,
000001015552-8,SAO PAULO - COND RES SERRA DE SANTA MARTA,"RUA SERRA DE SANTA MARTA,N. 436 SOBRADO D, , VILA CARMOSINA",VILA CARMOSINA,Venda Direta,,,,Casa,
000001015553-1,SAO PAULO - COND RES SANTA MARTA,"RUA SERRA DE SANTA MARTA,N. 436 SOBRADO C, , VILA CARMOSINA",VILA CARMOSINA,Venda Direta,,,,,
000001015553-4,SAO PAULO - COND RES SERRA DE SANTA MARTA,"RUA SERRA DE SANTA MARTA,N. 436 SOBRADO E, , VILA CARMOSINA",VILA CARMOSINA,Venda Direta,,,,,
000001015558-2,SAO PAULO - COND RES SERRA DE SANTA MARTA,"RUA SERRA DE SANTA MARTA,N. 436 SOBRADO F, , VILA CARMOSINA",VILA CARMOSINA,Venda Direta,,,,,
000001015558-4,SAO PAULO - COND RES SERRA DE SANTA MARTA,"RUA SERRA DE SANTA MARTA,N. 436 SOBRADO J, , VILA CARMOSINA",VILA CARMOSINA,Venda Direta,,,,,
000001015558-6,SAO PAULO - COND RES SERRA DE SANTA MARTA,"RUA SERRA DE SANTA MARTA,N. 436 SOBRADO G, , VILA CARMOSINA",VILA CARMOSINA,,,,,,
144440066583-5,SAO PAULO - COND RES IKA XXV,"RUA SERRA DE SANTA MARTA,N. 615 CS 26, , VILA CARMOSINA",VILA CARMOSINA,Leilão,"R$ 288.600,00",,,Casa,577
878770967431-0,SAO PAULO - MIRAI PARQUE DO CARMO RESIDENCIAL 01,"RUA SHO YOSHIOKA,N. 511 Apto. 702 TORRE 1, , VILA CARMOSINA",VILA CARMOSINA,Leilão,"R$ 248.000,00","70,56 m²",2 quartos,Apartamento,562
878771040299-0,SAO PAULO - MIRAI PARQUE DO CARMO RESIDENCIAL 01,"RUA SHO YOSHIOKA,N. 511 Apto. 202 TORRE 01, , VILA CARMOSINA",VILA CARMOSINA,Leilão,"R$ 244.000,00","70,57 m²",2 quartos,Apartamento,557
878770927859-8,SAO PAULO - COND RES PLANO E VILA CARMOSINA VICTORIO SANTIM,"RUA VICTORIO SANTIM,N. 2776 Apto. 106 TORRE B PAV 01, , VILA CARMOSINA",VILA CARMOSINA,Leilão,"R$ 211.392,67","47,48 m²",2 quartos,Apartamento,562
144441013439-5,SAO PAULO - 46º SUBDISTRITO - VILA FORMOSA,"RUA DOUTOR CARLOS DE MORAIS ANDRADE,N. 264 LT 14C, , VILA CARRAO",VILA CARRAO,Leilão,"R$ 1.221.000,00",,3 quartos,,563
878770980491-5,SAO PAULO - PORTO TRINDADE,"RUA CRUZ DO ESPIRITO SANTO,N. 528 Apto. 706 BL 01, , VILA CHABILANDIA",VILA CHABILANDIA,,"R$ 113.025,32","60,98 m²",2 quartos,Apartamento,504
878771028524-1,SAO PAULO - PORTO TRINDADE,"RUA CRUZ DO ESPIRITO SANTO,N. 528 Apto. 06 BL 01, , VILA CHABILANDIA",VILA CHABILANDIA,Leilão,"R$ 172.000,00","60,98 m²",2 quartos,Apartamento,530
878771088753-5,SAO PAULO - PORTO TRINDADE,"RUA CRUZ DO ESPIRITO SANTO,N. 528 Apto. 204 BL 03, , VILA CHABILANDIA",VILA CHABILANDIA,,"R$ 123.300,35","63,05 m²",2 quartos,Apartamento,497
855553916201-1,SAO PAULO - RES KIMITI,"RUA ORMINDA PINTO,N. 80 Apto. 01 TR III, , VILA CONCEICAO",VILA CONCEICAO,,,,,,
855553736485-7,SAO PAULO - PARQUE SAINT JOHN,"RUA ALTO BENI,N. 110 Apto. 402 BLOCO 2 VAGA 34, , VILA COSMOPOLITA",VILA COSMOPOLITA,Leilão,"R$ 247.359,00","90,48 m²",2 quartos,Apartamento,563
878770914244-0,SAO PAULO - RESIDENCIAL CEREJEIRAS,"RUA CARMEM SILVA,N. 55 Apto. 106 TORRE 01, , VILA COSMOPOLITA",VILA COSMOPOLITA,Leilão,"R$ 169.000,00","60,35 m²",1 quartos,Apartamento,558
878770978212-1,SAO PAULO - RESIDENCIAL CEREJEIRAS,"RUA CARMEM SILVA,N. 55 Apto. 1408 TORRE 2 13PAV, , VILA COSMOPOLITA",VILA COSMOPOLITA,Leilão,"R$ 211.662,63","82,67 m²",2 quartos,Apartamento,570
878771157604-5,SAO PAULO - RES CEREJEIRAS,"RUA CARMEM SILVA,N. 55 Apto. 1607 PAV 15 TORRE 02, , VILA COSMOPOLITA",VILA COSMOPOLITA,Leilão,"R$ 230.000,00","84,16 m²",2 quartos,Apartamento,557
855553917031-6,SAO PAULO - PARQUE SAINT DIMAS,"RUA SANTANA DO RIO PRETO,N. 440 Apto. 204 2º PAV BL 02 VAGA 28, , VILA COSMOPOLITA",VILA COSMOPOLITA,Leilão,"R$ 228.000,00","92,36 m²",2 quartos,Apartamento,531
855553933710-5,SAO PAULO - PARQUE SAINT DIMAS,"RUA SANTANA DO RIO PRETO,N. 440 Apto. 204 BL 04, , VILA COSMOPOLITA",VILA COSMOPOLITA,Leilão,"R$ 211.000,00","88,7 m²",2 quartos,Apartamento,507
844441571112-7,SAO PAULO - PQ SAN MARTINO,"RUA ANTONIO SILVESTRE FERREIRA,N. 431 Apto. 307 BL 3, , VILA CRUZEIRO",VILA CRUZEIRO,Leilão,"R$ 222.000,00","89,81 m²",2 quartos,Apartamento,577
844441511628-8,SAO PAULO - CONDOMINIO RESIDENCIAL CURUÇA,"RUA BENJAMIN CAPUSSO,N. 413 CASA 54, , VILA CURUCA",VILA CURUCA,Leilão,"R$ 314.000,00",,2 quartos,Casa,571
144440257425-0,SAO PAULO - VILA CURUCA,"RUA CARLOS GONZALEZ,N. 109 LOTE 12, QUADRA 75, 3º LOTEAMENTO",,Leilão,"R$ 2.795.904,43",,2 quartos,Casa,474
878770592431-2,SAO PAULO - COND. RES. CURUÇÁ,"RUA GRAPIRA,N. 106 Apto. 2002 20º PAV, , VILA CURUCA",VILA CURUCA,Leilão,"R$ 327.000,00",,,,573
878770050850-7,SAO PAULO - COND RES ESPANHA,"RUA OSORIO FRANCO VILHENA,N. 1301 Apto. 34 BL BARCELONA BL02, , VILA CURUCA",VILA CURUCA,Leilão,"R$ 230.058,71",,,,559
878771338406-2,SAO PAULO - DUO INTERLAGOS,"AVENIDA JOAO PAULO DA SILVA,N. 130 Apto. 01 BL 01, , VILA DA PAZ",VILA DA PAZ,,"R$ 134.542,45","66,62 m²",2 quartos,Apartamento,498
000001021422-5,SAO PAULO - VILA DA SAUDE,"RUA JOCELINO DA CRUZ,N. 89",,Leilão,"R$ 4.676.421,04",,,,578
155553220654-6,SAO PAULO - COMODITA CLUB RESIDENCE,AVIMENTO TERREO TORRE 02 VG,,Leilão,"R$ 530.000,00","131,4 m²",3 quartos,Apartamento,532
178770183546-5,SAO PAULO - CON RES PORTAL VILA PRUDENTE-PLANO E VILA ORATORIO,"AV VILA EMA,N. 2258 Apto. 1306 TORRE A, , VILA EMA",VILA EMA,Leilão,"R$ 249.717,96","84,3 m²",2 quartos,Apartamento,584
878771715752-4,SAO PAULO - CONDOMINIO RESIDENCIAL PORTAL VILA PRUDENTE  VILA,"AVENIDA VILA EMA,N. 2258 Apto. 903 9º PAVIMENTO, TORRE B, , VILA EMA",VILA EMA,Leilão,"R$ 237.610,80","90,67 m²",2 quartos,Apartamento,475
878771758531-3,SAO PAULO - CONDOMINIO RESIDENCIAL PORTAL VILA PRUDENTE  VILA,"AVENIDA VILA EMA,N. 2258 Apto. 1202 12º PAVIMENTO, TORRE B, , VILA EMA",VILA EMA,Leilão,"R$ 240.678,96","45,21 m²",2 quartos,Apartamento,476
878771204231-1,SAO PAULO - RES METROCASA VILA MATILDE,"RUA CUMAI,N. 190 Apto. 802, , VILA ESPERANCA",VILA ESPERANCA,Leilão,"R$ 234.000,00","41,82 m²",2 quartos,Apartamento,558
000001021136-5,SAO PAULO - COND ECOLIFE VERGUEIRO,"RUA VERGUEIRO,N. 7165 Apto. 135 13º ANDAR, , VILA FIRMIANO PINTO",VILA FIRMIANO PINTO,Leilão,"R$ 1.075.000,00",,,,564
144440083007-0,SAO PAULO - RES RODOLFO ANDRE,"RUA RODOLFO ANDRE,N. 214 CS A, , VILA GERMAINE",VILA GERMAINE,,"R$ 325.030,29",,,Casa,465
160000001346-7,SAO PAULO - VILA GOMES CARDIM,"RUA EMILIO MALLET,N. 1460",,Leilão,"R$ 1.500.000,00",,,Casa,578
144440856263-6,SAO PAULO - VILA GUARANI (Z SUL),"RUA SAO VENCESLAU,N. 411 LT 48 QD 33",,Leilão,"R$ 502.000,00",,2 quartos,Casa,579
878771522951-0,SAO PAULO - COND VIVAZ VILA GUILHERME,"RUA JOAO VELOSO FILHO,N. 100 Apto. 509 5 PAVIMENTO DA TORRE 4 47 SUBDISTRITO, , VILA GUILHERME",VILA GUILHERME,Leilão,"R$ 240.000,00","51,98 m²",2 quartos,Apartamento,553
844442494781-2,SAO PAULO - CONDOMINIO RESIDENCIAL DAL LAGO,"RUA BENEDICTO VICENTE,N. 393 Apto. 06 TÉRREO, , VILA ITAIM",VILA ITAIM,Leilão,"R$ 162.960,47","37,4 m²",2 quartos,Apartamento,477
155551182697-9,SAO PAULO - COND VIRGINIA  GARDENS,"RUA SOLIDONIO LEITE,N. 2401 Apto. 102 10º PAV, , VILA IVONE",VILA IVONE,Leilão,"R$ 366.000,00",,,,574
000001020677-1,SAO PAULO - VILA LEOPOLDINA,"AVENIDA DOUTOR GASTAO VIDIGAL,N. 1132 SL 614, BL 02",,,"R$ 358.198,13",,1 quartos,,466
000001020666-5,SAO PAULO - CONDOMÍNIO UPPER OFFICE,"AVENIDA MOFARREJ,N. 348 SL 1510, , VILA LEOPOLDINA",VILA LEOPOLDINA,,"R$ 139.015,11",,,,467
855553995472-4,SAO PAULO - COND VIVA BEMX VILA LEOPOLDINA 2,"RUA XAVIER KRAUSS,N. 640 Apto. 201 TR 03 PAV 02, , VILA LEOPOLDINA",VILA LEOPOLDINA,,"R$ 156.137,65","51,63 m²",1 quartos,Apartamento,475
855553064878-7,SAO PAULO - RESIDENCIAL PARQUE DAS FLORES GUAIANAZES,"AVIMENTO, BLOCO 02",,Leilão,"R$ 146.327,25","71,49 m²",2 quartos,Apartamento,478
855553240402-8,SAO PAULO - RESIDENCIAL PARQUE DAS FLORES GUAIANAZES,"AV, , VILA LOURDES",VILA LOURDES,Venda Direta,,,,,
855550015275-9,SAO PAULO - RES SPAZIO SAN JULIANO,"AVENIDA OLGA FADEL ABARCA,N. 520 Apto. 108 BL 02, , VILA MATILDE",VILA MATILDE,,"R$ 129.962,99",,,,505
878770672180-6,SAO PAULO - CONDOMINIO RESIDENCIAL DEZ GAMELINHA 2,"AVENIDA OSVALDO VALLE CORDEIRO,N. 1240 Apto. 88 TR 2, , VILA MATILDE",VILA MATILDE,Leilão,"R$ 210.000,00","58,63 m²",,Apartamento,566
878770608128-9,SAO PAULO - VIBRA PATRIARCA,"AVENIDA PROFESSOR EDGAR SANTOS,N. 514 Apto. 404 TORRE 2, , VILA MATILDE",VILA MATILDE,Leilão,"R$ 310.000,00","62,5 m²",,Apartamento,567
878771280300-2,SAO PAULO - COND RES PLANO E JARDIM DO CARMO - AZALEIA,"Número do item: 585R INDAIA GRANDE,N. 115 Apto. 902 TORRE B, , VILA MATILDE",VILA MATILDE,Leilão,"R$ 216.407,02",,,,585
878771391302-2,SAO PAULO - COND RES PLANO & JARDIM DO CARMO AZALEIA,"RUA INDAIA GRANDE,N. 115 Apto. 1812 TORRE A, , VILA MATILDE",VILA MATILDE,Leilão,"R$ 235.000,00","46,83 m²",2 quartos,Apartamento,560
878771502936-7,SAO PAULO - COND RES PLANO E JARDIM DO CARMO AZALEIA,"RUA INDAIA GRANDE,N. 115 Apto. 1304 TORRE B, , VILA MATILDE",VILA MATILDE,Leilão,"R$ 227.000,00","46,58 m²",2 quartos,Apartamento,565
878771645865-2,SAO PAULO - COND RES PLANO & JARDIM DO CARMO AZALEIA,"RUA INDAIA GRANDE,N. 115 Apto. 1802 TORRE B, , VILA MATILDE",VILA MATILDE,Leilão,"R$ 223.728,26","46,44 m²",2 quartos,Apartamento,566
844442091729-3,SAO PAULO - C,"RUA MUCUREPE,N. 241 Apto. 54 3º PAV, , VILA MATILDE",VILA MATILDE,Venda Direta,,,2 quartos,,
178770193383-1,SAO PAULO - COND CHOICE IPIRANGA,"RUA ELBA,N. 534 Apto. 511, , VILA MOINHO VELHO",VILA MOINHO VELHO,Leilão,"R$ 268.304,76","49,65 m²",2 quartos,Apartamento,559
855552587851-6,SAO PAULO - CONDOMINIO JARDIM,"RUA CORONEL RODOLFO PORTO,N. S/N Apto. 44 4º PAVIMENTO, BLOCO 01, , VILA MONTE SANTO",VILA MONTE SANTO,Leilão,"R$ 203.861,84",,,,479
000001016851-0,SAO PAULO - VILA MORAES,"RUA SIMAO LOPES,N. 275",,Venda Direta,,,,Casa,
155553755852-1,SAO PAULO - RESIDENCIAL SUNRISE,"RUA CAETANO DE CAMPOS,N. 80 Apto. 01 TORRE 01 TERREO, , VILA MOREIRA",VILA MOREIRA,,,"91,84 m²",2 quartos,Apartamento,
144440609918-1,SAO PAULO - RES SPAZIO SAN STEFANO,"RUA AUREA BATISTA DOS SANTOS,N. 177 Apto. 302, , VILA MORSE",VILA MORSE,Leilão,"R$ 511.752,42","114,94 m²",3 quartos,Apartamento,559
878771361779-2,SAO PAULO - PROJETO IMOBILIÁRIO E 79 B,"RUA ZIBA,N. 200 Apto. 125 VAGA 41, , VILA NINA",VILA NINA,Leilão,"R$ 251.253,97","62,64 m²",2 quartos,Apartamento,564
144440594231-4,SAO PAULO - COND. RESIDENCIAL CAPRICHO,"RUA CAPRICHO,N. 1046 Apto. 28 BL A, , VILA NIVI",VILA NIVI,Leilão,"R$ 496.627,65","164,15 m²",2 quartos,Apartamento,560
878771235154-3,SAO PAULO - COND RES UNICO JACU PESSEGO,"AVENIDA SAO MIGUEL,N. 8184 Apto. 1822, , VILA NORMA",VILA NORMA,,"R$ 148.177,69","35,22 m²",2 quartos,Apartamento,499
878771354830-8,SAO PAULO - COND RES UNICO JACU PESSEGO,"AVENIDA SAO MIGUEL,N. 8184 Apto. 1711 PV 17, , VILA NORMA",VILA NORMA,Leilão,"R$ 230.000,00","52,91 m²",2 quartos,Apartamento,567
878771389191-6,SAO PAULO - COND RES UNICO JACU PESSEGO,"AVENIDA SAO MIGUEL,N. 8184 Apto. 1509, , VILA NORMA",VILA NORMA,Leilão,"R$ 230.251,24","52,35 m²",2 quartos,Apartamento,561
878771397141-3,SAO PAULO - COND RES UNICO JACU PESSEGO,"AVENIDA SAO MIGUEL,N. 8184 Apto. 1112 11º PAV, , VILA NORMA",VILA NORMA,Leilão,"R$ 226.426,81","52,94 m²",2 quartos,Apartamento,533
844442309980-0,SAO PAULO - RESIDENCIAL PENHA BRASIL,"AVENIDA GENERAL PENHA BRASIL,N. 172 Apto. 15, , VILA NOVA CACHOEIRINHA",VILA NOVA CACHOEIRINHA,Leilão,"R$ 254.000,00","48,84 m²",2 quartos,Apartamento,568
144440403419-8,SAO PAULO - CONJ RES CAMPOS DE PIRATININGA,"AVENIDA PARADA PINTO,N. 745 Apto. 63 6º PAV, BL H, , VILA NOVA CACHOEIRINHA",VILA NOVA CACHOEIRINHA,Leilão,"R$ 315.000,00","91,76 m²",3 quartos,Apartamento,575
878770762314-0,SAO PAULO - COND WE CACHOEIRINHA,"RUA FRANKLIN DO AMARAL,N. 450 Apto. 15 TORRE B 1°PAV, , VILA NOVA CACHOEIRINHA",VILA NOVA CACHOEIRINHA,Leilão,"R$ 313.000,00","76,9 m²",2 quartos,Apartamento,572
155551210876-0,SAO PAULO - ED SAN JUAN,"RUA CLODOMIRO AMAZONAS,N. 1256 Apto. 91 9 ANDAR, 123414, VILA NOVA CONCEICAO",VILA NOVA CONCEICAO,Leilão,"R$ 882.698,00",,3 quartos,,580
878771102718-1,SAO PAULO - COND RES PLANO E CURUÇA III,"RUA OSORIO FRANCO VILHENA,N. 1260 Apto. 405 TORRE A, , VILA NOVA CURUCA",VILA NOVA CURUCA,Leilão,"R$ 226.433,00","46,26 m²",1 quartos,Apartamento,568
878771163173-9,SAO PAULO - COND RES PLANO E CURUÇA III,"RUA OSORIO FRANCO VILHENA,N. 1260 Apto. 901 TORRE A, , VILA NOVA CURUCA",VILA NOVA CURUCA,,"R$ 126.926,84",34 m²,2 quartos,Apartamento,500
878771345648-9,SAO PAULO - COND RES PLANO E CURUÇA III,"RUA OSORIO FRANCO VILHENA,N. 1260 Apto. 605 TR A, , VILA NOVA CURUCA",VILA NOVA CURUCA,Venda Direta,,,1 quartos,,
878771460823-1,SAO PAULO - COND RES PLANO E CURUCA I,"RUA OSORIO FRANCO VILHENA,N. 1193 Apto. 1604 16º PAVIMENTO, , VILA NOVA CURUCA",VILA NOVA CURUCA,Venda Direta,,,2 quartos,,
878771525441-7,SAO PAULO - COND RES PLANO E CURUÇA III,"RUA OSORIO FRANCO VILHENA,N. 1260 Apto. 1309 TORRE B PAV 13, , VILA NOVA CURUCA",VILA NOVA CURUCA,Leilão,"R$ 221.574,52","45,72 m²",1 quartos,Apartamento,569
878771153032-0,SAO PAULO - RES NEXT GARDEN,"RUA VILAR DE FIGOS,N. 11 Apto. 706, , VILA NOVA DAS BELEZAS",VILA NOVA DAS BELEZAS,Leilão,"R$ 205.000,00","228,56 m²",1 quartos,Apartamento,569
144441093842-7,SAO PAULO - VILA NOVA MANCHESTER,"RUA LUCINDA GOMES BARRETO,N. 939",,Leilão,"R$ 865.800,09",,1 quartos,Casa,562
878771159038-2,SAO PAULO - CONDOMINIO RESIDENCIAL PLANO & BAIRRO DO LIMÃO,"Número do item: 586R BARTHOLOMEU DO CANTO,N. 94 Apto. 110 TORRE A, , VILA PALMEIRAS",VILA PALMEIRAS,Leilão,"R$ 200.000,00","38,2 m²",1 quartos,Apartamento,586
878770682996-8,SAO PAULO - COND RES PLANO&PENHA MANUEL LEIROZ II,"RUA MANUEL LEIROZ,N. 210 Apto. 32 TORRE A, , VILA PENTEADO",VILA PENTEADO,Leilão,"R$ 248.500,00","55,55 m²",2 quartos,Apartamento,563
878770928697-3,SAO PAULO - COND RES PLANO&PENHA MANUEL LEIROZ II,"RUA MANUEL LEIROZ,N. 304 Apto. 23 TORRE A, , VILA PENTEADO",VILA PENTEADO,Leilão,"R$ 280.000,00",,,,579
878771136642-3,SAO PAULO - COND  RES PLANO&PENHA - MANUEL LEIROZ III,"RUA MANUEL LEIROZ,N. 210 Apto. 152 TO B, , VILA PENTEADO",VILA PENTEADO,,"R$ 137.504,07",,2 quartos,,506
144440432569-9,SAO PAULO - VILA PIAUI,"RUA JACQUES PILON,N. 195 LT B",,Leilão,"R$ 650.000,00",,1 quartos,,570
878770650413-9,SAO PAULO - RES TOM PENHA,"AV TARUMA,N. 505 Apto. 903 TORRE A, , VILA PIERINA",VILA PIERINA,Leilão,"R$ 193.605,30","52,06 m²",1 quartos,Apartamento,587
878771215739-9,SAO PAULO - PROJETO IMOBILIARIO E 47,"RUA LARANJAL DO JARI,N. 100 Apto. 903 TORRE B, PAV 9, , VILA PIRITUBA",VILA PIRITUBA,Leilão,"R$ 293.000,00","81,2 m²",2 quartos,Apartamento,564
878771258242-1,SAO PAULO - PROJETO IMOBILIARIO E 47,"RUA LARANJAL DO JARI,N. 100 Apto. 1004 TORRE B, , VILA PIRITUBA",VILA PIRITUBA,Leilão,"R$ 298.817,00","81,2 m²",2 quartos,Apartamento,565
878771417971-3,SAO PAULO - PJ IMOBILIARIO E 47,"RUA LARANJAL DO JARI,N. 100 Apto. 310 TR A, , VILA PIRITUBA",VILA PIRITUBA,,"R$ 165.322,22","80,53 m²",2 quartos,Apartamento,476
878770839267-2,SAO PAULO - COND RES DEZ VILA DAS BELEZAS 2,"RUA JOAQUIM NUNES TEIXEIRA,N. 236 Apto. 133 TORRE 2, , VILA PLANA",VILA PLANA,Leilão,"R$ 216.000,00","57,57 m²",,Apartamento,566
878770927740-0,SAO PAULO - CON RES DEZ VILA DAS BELEZAS III,"RUA JOAQUIM NUNES TEIXEIRA,N. 200 Apto. 903 9º PAV, TORRE 2, , VILA PLANA",VILA PLANA,Leilão,"R$ 275.000,00","57,33 m²",2 quartos,Apartamento,576
144440581814-1,SAO PAULO - VILA PRIMAVERA,"RUA ADUTORA DE RIO CLARO,N. 411",,Leilão,"R$ 422.000,00",,1 quartos,Casa,565
844441534074-9,SAO PAULO - COND. RESID. MAIMONIDES,"AVENIDA MOISES MAIMONIDES,N. 620 CASA 01, , VILA PROGRESSO (ZONA LESTE)",VILA PROGRESSO (ZONA LESTE),Leilão,"R$ 263.000,00",,2 quartos,Casa,566
155553904199-2,SAO PAULO - CONDOMINIO BELLA ANHAIA MELLO,"AVENIDA CASA GRANDE,N. 900 Apto. 86D TORRE D, , VILA PRUDENTE",VILA PRUDENTE,Leilão,"R$ 435.533,33","122,99 m²",3 quartos,Apartamento,561
878771311814-1,SAO PAULO - COND RES PLANO & JARDIM PLANALTO,"AVENIDA SAPOPEMBA,N. 9988 Apto. 1007 TORRE A, , VILA PRUDENTE",VILA PRUDENTE,Venda Direta,,,1 quartos,,
878771290496-8,SAO PAULO - COND RES PORTAL VILA PRUDENTE - VILA EMA,"AVENIDA VILA EMA,N. 2180 Apto. 707 TORRE A, , VILA PRUDENTE",VILA PRUDENTE,,"R$ 126.590,65","46,1 m²",2 quartos,Apartamento,467
878771373494-2,SAO PAULO - COND RES PORTAL VILA PRUDENTE-PLANO VILA ORATÓRIO,"AVENIDA VILA EMA,N. 2258 Apto. 707 TORRE A, , VILA PRUDENTE",VILA PRUDENTE,Leilão,"R$ 255.000,00","49,03 m²",2 quartos,Apartamento,562
